Latitude,Longitude,Accident_Severity,Date,Day_of_Week,Time,Speed_Limit,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,fatal,serious,slight,in_london
51.568407,-0.094374,3,2007-04-05,6,08:00,30.0,1,1,1,1,0,0,1,True
51.561254,-0.047639,3,2007-01-05,3,07:55,30.0,1,1,1,1,0,0,1,True
51.55073,-0.020683,2,2007-01-24,4,19:00,30.0,1,1,1,1,0,1,0,True
51.542791,-0.019153,3,2007-02-05,4,09:00,30.0,1,1,1,2,0,0,1,True
51.539976,-0.055184,3,2007-05-05,7,17:27,30.0,1,1,1,2,0,0,1,True
51.541916,-0.058274,3,2007-01-05,3,19:40,30.0,1,1,1,2,0,0,1,True
51.548572,-0.042124,3,2007-02-05,4,22:10,30.0,1,1,1,1,0,0,1,True
51.541841,-0.070102,3,2007-04-24,3,10:15,30.0,1,1,1,1,0,0,1,True
51.522906,-0.077967,2,2007-01-26,6,17:05,30.0,1,1,1,1,0,1,0,True
51.526089,-0.085618,3,2007-04-19,5,18:30,30.0,1,1,1,2,0,0,1,True
51.571592,-0.096694,3,2007-04-18,4,08:00,30.0,1,1,1,1,0,0,1,True
51.558729,-0.074437,2,2007-11-05,6,15:00,30.0,1,1,1,2,0,1,0,True
51.525755,-0.087218,3,2007-05-23,4,17:10,30.0,1,1,1,1,0,0,1,True
51.54705,-0.037141,3,2007-04-16,2,20:01,30.0,1,1,1,1,0,0,1,True
51.566909,-0.085202,3,2007-03-22,5,07:40,30.0,1,1,1,2,0,0,1,True
51.548229,-0.064784,3,2007-05-23,4,08:15,30.0,1,1,1,1,0,0,1,True
51.541536,-0.062472,3,2007-04-30,2,20:00,30.0,1,1,1,1,0,0,1,True
51.537888,-0.053975,3,2007-05-29,3,17:19,30.0,1,1,1,1,0,0,1,True
51.526335,-0.084166,3,2007-05-31,5,19:33,30.0,1,1,1,1,0,0,1,True
51.52893,-0.094437,3,2007-06-30,7,17:36,30.0,2,2,1,1,0,0,1,True
51.549587,-0.054485,2,2007-06-13,4,09:02,30.0,1,1,1,1,0,1,0,True
51.539544,-0.056212,3,2007-06-19,3,14:21,30.0,1,1,1,1,0,0,1,True
51.522636,-0.077978,3,2007-06-13,4,18:35,30.0,1,1,1,1,0,0,1,True
51.549136,-0.038206,2,2007-06-15,6,12:00,30.0,1,1,1,2,0,1,0,True
51.545312,-0.046158,3,2007-06-23,7,23:15,30.0,1,2,1,1,0,0,1,True
51.52721,-0.077209,3,2007-06-21,5,12:40,30.0,1,1,1,1,0,0,1,True
51.53761,-0.05889,3,2007-06-29,6,14:00,30.0,1,1,1,2,0,0,1,True
51.526415,-0.078107,3,2007-08-06,6,07:55,30.0,2,2,1,1,0,0,1,True
51.537887,-0.07027,2,2007-02-06,7,11:52,30.0,1,1,1,1,0,1,0,True
51.536549,-0.081862,3,2007-06-20,4,11:35,30.0,1,1,1,1,0,0,1,True
51.535318,-0.089124,3,2007-06-22,6,14:00,30.0,1,1,1,2,0,0,1,True
51.52522,-0.087528,3,2007-06-21,5,15:21,30.0,1,1,1,1,0,0,1,True
51.548625,-0.061594,3,2007-06-18,2,18:40,30.0,1,1,1,1,0,0,1,True
51.557023,-0.063689,3,2007-05-06,3,20:00,30.0,1,1,1,1,0,0,1,True
51.531027,-0.068686,3,2007-06-15,6,20:00,30.0,1,1,1,1,0,0,1,True
51.555222,-0.068959,3,2007-06-14,5,15:50,30.0,1,1,1,1,0,0,1,True
51.53773,-0.060759,3,2007-06-15,6,21:15,30.0,1,1,1,2,0,0,1,True
51.525221,-0.08205,2,2007-06-26,3,08:09,30.0,1,1,1,1,0,1,0,True
51.536199,-0.076974,3,2007-06-23,7,19:30,30.0,9,1,1,2,0,0,1,True
51.522153,-0.086936,3,2007-06-06,4,08:07,30.0,1,1,1,2,0,0,1,True
51.53727,-0.049243,3,2007-06-13,4,09:00,30.0,1,1,1,1,0,0,1,True
51.527134,-0.078077,3,2007-12-07,5,14:05,30.0,1,1,1,2,0,0,1,True
51.565664,-0.102713,3,2007-07-07,7,11:15,30.0,1,1,1,2,0,0,1,True
51.557554,-0.05227,3,2007-07-31,3,12:18,30.0,1,1,1,1,0,0,1,True
51.559245,-0.072972,3,2007-07-26,5,14:02,30.0,1,1,1,1,0,0,1,True
51.535028,-0.076879,3,2007-07-13,6,23:25,30.0,1,1,1,1,0,0,1,True
51.549131,-0.037917,3,2007-07-15,1,02:30,30.0,1,1,1,2,0,0,1,True
51.523079,-0.077527,3,2007-09-07,2,11:23,30.0,1,1,1,1,0,0,1,True
51.548476,-0.057994,3,2007-04-07,4,12:15,30.0,1,1,1,2,0,0,1,True
51.562869,-0.058247,2,2007-07-16,2,09:45,30.0,1,1,1,1,0,1,0,True
51.535318,-0.089124,3,2007-06-07,6,09:17,30.0,1,1,1,1,0,0,1,True
51.551566,-0.054545,3,2007-10-07,3,18:20,30.0,1,1,1,2,0,0,1,True
51.54952,-0.077711,2,2007-01-07,1,14:48,30.0,9,1,1,2,0,1,0,True
51.540777,-0.076493,2,2007-07-07,7,02:10,30.0,1,1,1,1,0,1,0,True
51.54607,-0.075693,2,2007-07-07,7,00:30,30.0,1,1,1,1,0,1,0,True
51.555432,-0.081789,3,2007-01-07,1,15:00,30.0,1,1,1,1,0,0,1,True
51.56187,-0.074016,2,2007-07-07,7,20:10,30.0,1,1,1,1,0,1,0,True
51.546635,-0.082736,3,2007-09-07,2,17:15,30.0,1,1,1,1,0,0,1,True
51.548718,-0.061734,3,2007-10-08,6,19:00,30.0,1,1,1,1,0,0,1,True
51.560353,-0.085766,3,2007-08-14,3,18:15,30.0,9,1,1,2,0,0,1,True
51.530627,-0.077209,3,2007-08-08,4,16:10,30.0,1,1,1,2,0,0,1,True
51.548245,-0.087717,3,2007-08-20,2,20:20,30.0,1,1,1,2,0,0,1,True
51.564238,-0.059487,2,2007-08-29,4,07:00,30.0,1,1,1,1,0,1,0,True
51.551431,-0.079073,3,2007-08-29,4,19:50,30.0,1,1,1,2,0,0,1,True
51.567232,-0.09399,3,2007-02-08,5,19:15,30.0,1,1,1,1,0,0,1,True
51.568046,-0.061345,3,2007-03-08,6,08:53,30.0,1,1,1,1,0,0,1,True
51.558613,-0.078337,2,2007-08-17,6,17:51,30.0,1,1,1,1,0,1,0,True
51.525753,-0.087073,3,2007-02-08,5,16:50,30.0,1,1,1,1,0,0,1,True
51.525961,-0.077838,3,2007-08-24,6,23:00,30.0,1,1,1,2,0,0,1,True
51.5412,-0.047632,2,2007-11-08,7,19:00,30.0,1,1,1,1,0,1,0,True
51.534891,-0.063043,3,2007-02-08,5,17:45,30.0,1,1,1,2,0,0,1,True
51.526236,-0.078115,3,2007-01-08,4,17:20,30.0,1,1,1,1,0,0,1,True
51.551987,-0.074577,2,2007-06-08,2,12:00,30.0,1,1,1,2,0,1,0,True
51.532342,-0.083048,3,2007-08-15,4,22:55,30.0,1,1,1,1,0,0,1,True
51.527811,-0.080932,3,2007-01-09,7,01:49,30.0,1,1,1,1,0,0,1,True
51.526004,-0.080431,3,2007-09-26,4,18:00,30.0,1,1,1,2,0,0,1,True
51.546079,-0.076269,3,2007-09-23,1,19:04,30.0,1,1,1,1,0,0,1,True
51.529832,-0.083586,3,2007-09-25,3,15:05,30.0,1,1,1,1,0,0,1,True
51.556443,-0.05578,3,2007-09-26,4,09:00,30.0,1,1,1,2,0,0,1,True
51.560732,-0.070457,3,2007-09-30,1,13:48,30.0,1,1,1,2,0,0,1,True
51.528741,-0.093869,3,2007-09-26,4,07:10,30.0,1,1,1,2,0,0,1,True
51.523613,-0.077216,3,2007-09-20,5,12:20,30.0,1,1,1,2,0,0,1,True
51.54582,-0.055079,3,2007-09-13,5,07:08,30.0,1,1,1,1,0,0,1,True
51.559692,-0.056507,3,2007-12-09,4,17:28,30.0,1,1,1,1,0,0,1,True
51.54607,-0.075693,3,2007-04-09,3,11:55,30.0,1,1,1,1,0,0,1,True
51.533735,-0.08025,3,2007-09-09,1,18:00,30.0,1,1,1,1,0,0,1,True
51.536646,-0.076811,3,2007-09-13,5,11:01,30.0,1,1,1,1,0,0,1,True
51.561251,-0.047495,3,2007-09-21,6,07:30,30.0,1,1,1,1,0,0,1,True
51.540404,-0.070163,3,2007-09-25,3,09:47,30.0,1,1,1,1,0,0,1,True
51.529733,-0.077535,3,2007-02-09,1,12:50,30.0,1,1,1,1,0,0,1,True
51.565056,-0.060029,3,2007-12-09,4,14:40,30.0,1,1,1,1,0,0,1,True
51.545283,-0.055246,3,2007-10-10,4,11:20,30.0,1,1,1,1,0,0,1,True
51.553595,-0.073933,3,2007-10-24,4,00:58,30.0,8,1,1,1,0,0,1,True
51.548214,-0.063919,3,2007-10-20,7,15:01,30.0,1,1,1,1,0,0,1,True
51.551256,-0.068406,3,2007-04-10,5,13:20,30.0,1,1,1,2,0,0,1,True
51.548774,-0.038077,3,2007-05-10,6,20:02,30.0,1,1,1,1,0,0,1,True
51.573316,-0.097632,3,2007-10-18,5,14:45,30.0,1,1,1,1,0,0,1,True
51.54056,-0.074195,3,2007-10-19,6,17:35,30.0,1,1,1,1,0,0,1,True
51.546231,-0.074532,3,2007-10-24,4,17:45,30.0,1,1,1,2,0,0,1,True
51.54939,-0.075264,2,2007-10-10,4,20:40,30.0,1,1,1,2,0,1,0,True
51.561157,-0.04721,3,2007-10-30,3,08:35,30.0,1,1,1,1,0,0,1,True
51.565229,-0.103597,3,2007-10-30,3,10:00,30.0,1,1,1,1,0,0,1,True
51.527404,-0.078066,3,2007-10-10,4,17:40,30.0,1,1,1,2,0,0,1,True
51.531166,-0.066229,2,2007-10-15,2,15:31,30.0,1,1,1,1,0,1,0,True
51.523613,-0.077216,3,2007-09-20,5,13:35,30.0,1,1,1,2,0,0,1,True
51.525842,-0.08707,3,2007-03-11,7,22:30,30.0,1,1,1,2,0,0,1,True
51.548665,-0.058563,3,2007-12-11,2,08:30,30.0,1,1,1,2,0,0,1,True
51.548034,-0.047628,3,2007-11-15,5,09:13,30.0,1,2,1,1,0,0,1,True
51.537841,-0.056572,3,2007-07-11,4,18:00,30.0,1,1,1,2,0,0,1,True
51.549938,-0.08678,3,2007-03-11,7,03:15,30.0,1,1,1,2,0,0,1,True
51.540777,-0.076493,3,2007-11-25,1,18:15,30.0,1,1,1,1,0,0,1,True
51.551662,-0.065792,3,2007-01-11,5,17:05,30.0,1,1,1,1,0,0,1,True
51.5383,-0.05713,3,2007-11-18,1,00:35,30.0,1,2,1,1,0,0,1,True
51.530953,-0.069698,3,2007-11-20,3,13:35,30.0,1,2,1,2,0,0,1,True
51.568328,-0.073021,2,2007-06-11,3,08:25,30.0,1,1,1,1,0,1,0,True
51.561477,-0.099569,3,2007-07-11,4,18:15,30.0,1,1,1,1,0,0,1,True
51.57248,-0.068516,3,2007-06-10,7,19:50,30.0,1,1,1,1,0,0,1,True
51.546699,-0.075666,3,2007-05-10,6,23:45,30.0,1,1,1,2,0,0,1,True
51.558687,-0.05554,3,2007-11-23,6,14:20,30.0,1,1,1,2,0,0,1,True
51.523793,-0.077209,2,2007-11-13,3,17:39,30.0,1,1,1,1,0,1,0,True
51.527215,-0.077497,3,2007-07-11,4,08:50,30.0,1,1,1,2,0,0,1,True
51.548662,-0.04212,3,2007-12-14,6,07:00,30.0,1,1,1,2,0,0,1,True
51.527139,-0.078365,3,2007-12-23,1,12:30,30.0,1,1,1,1,0,0,1,True
51.534273,-0.091186,3,2007-12-12,4,09:15,30.0,1,1,1,2,0,0,1,True
51.54198,-0.056685,3,2007-12-12,4,07:50,30.0,8,4,1,1,0,0,1,True
51.551431,-0.079073,2,2007-10-12,2,10:00,30.0,4,2,1,1,0,1,0,True
51.563878,-0.092399,3,2007-04-12,3,21:42,30.0,1,1,1,1,0,0,1,True
51.552257,-0.058266,3,2007-03-12,2,15:25,30.0,1,2,1,1,0,0,1,True
51.542223,-0.055088,3,2007-01-12,7,16:30,30.0,1,1,1,1,0,0,1,True
51.557178,-0.07306,3,2007-12-19,4,11:03,30.0,1,1,1,1,0,0,1,True
51.537527,-0.059326,3,2007-04-12,3,07:37,30.0,1,1,1,1,0,0,1,True
51.523079,-0.077527,3,2007-12-18,3,18:30,30.0,1,1,1,1,0,0,1,True
51.567247,-0.072923,3,2007-03-12,2,13:52,30.0,1,1,1,1,0,0,1,True
51.527134,-0.078077,3,2007-02-11,6,18:55,30.0,1,1,1,2,0,0,1,True
51.546564,-0.083893,3,2007-12-21,6,14:32,30.0,1,2,1,1,0,0,1,True
51.536489,-0.061821,1,2007-04-14,7,01:10,30.0,1,1,1,2,1,0,0,True
51.531018,-0.057296,3,2007-05-01,6,08:50,30.0,1,1,1,1,0,0,1,True
51.518431,-0.062876,3,2007-03-01,4,20:50,50.0,1,1,1,1,0,0,1,True
51.511434,-0.042276,3,2007-04-01,5,12:00,30.0,1,1,1,2,0,0,1,True
51.51464,-0.062028,3,2007-01-21,1,12:45,30.0,1,1,1,1,0,0,1,True
51.506867,-0.027341,2,2007-01-28,1,02:05,50.0,1,1,1,1,0,1,0,True
51.493157,-0.024907,3,2007-01-31,4,18:30,30.0,1,1,1,2,0,0,1,True
51.519523,-0.058217,3,2007-01-29,2,22:20,30.0,1,1,1,2,0,0,1,True
51.514645,-0.062316,3,2007-01-30,3,09:40,30.0,1,1,1,1,0,0,1,True
51.530956,-0.069842,2,2007-01-24,4,18:20,30.0,1,1,1,2,0,1,0,True
51.528355,-0.075719,3,2007-01-30,3,09:30,30.0,1,1,1,1,0,0,1,True
51.5191,-0.059821,3,2007-02-15,5,18:09,30.0,1,1,1,1,0,0,1,True
51.517322,-0.066527,3,2007-08-02,5,08:58,30.0,1,1,1,1,0,0,1,True
51.515939,-0.0699,3,2007-01-29,2,08:15,50.0,1,1,1,1,0,0,1,True
51.511042,-0.05656,3,2007-01-30,3,19:21,30.0,1,1,1,1,0,0,1,True
51.487729,-0.017652,3,2007-07-02,4,08:20,30.0,1,1,1,1,0,0,1,True
51.514268,-0.055847,2,2007-01-16,3,09:15,30.0,2,2,1,1,0,1,0,True
51.528966,-0.047435,3,2007-12-02,2,19:00,30.0,2,2,1,2,0,0,1,True
51.51749,-0.065799,2,2007-02-13,3,09:25,30.0,1,1,1,2,0,1,0,True
51.527725,-0.021681,3,2007-02-19,2,13:09,30.0,1,1,1,1,0,0,1,True
51.511042,-0.05656,3,2007-02-13,3,13:05,30.0,1,1,1,1,0,0,1,True
51.527459,-0.054131,3,2007-02-26,2,11:15,30.0,1,1,1,1,0,0,1,True
51.516892,-0.067698,3,2007-03-02,7,18:23,30.0,1,1,1,1,0,0,1,True
51.514268,-0.055847,2,2007-01-26,6,08:30,30.0,1,1,1,2,0,1,0,True
51.487862,-0.009579,3,2007-10-03,7,11:50,30.0,1,1,1,1,0,0,1,True
51.516547,-0.068578,3,2007-03-18,1,17:30,30.0,1,1,1,1,0,0,1,True
51.521753,-0.046302,3,2007-02-04,2,17:31,30.0,1,1,1,1,0,0,1,True
51.532855,-0.054189,3,2007-03-21,4,14:00,30.0,1,1,1,1,0,0,1,True
51.511042,-0.05656,3,2007-11-04,4,17:56,30.0,1,1,1,1,0,0,1,True
51.526392,-0.027938,3,2007-04-17,3,11:50,30.0,1,1,1,2,0,0,1,True
51.528228,-0.019497,3,2007-04-16,2,15:00,30.0,1,1,1,2,0,0,1,True
51.524696,-0.071981,3,2007-12-04,5,18:38,30.0,1,1,1,1,0,0,1,True
51.521753,-0.046302,3,2007-10-04,3,12:30,30.0,1,1,1,1,0,0,1,True
51.49623,-0.025783,2,2007-05-01,6,19:41,30.0,1,1,1,2,0,1,0,True
51.529896,-0.065562,2,2007-04-28,7,16:39,30.0,1,1,1,1,0,1,0,True
51.516173,-0.067729,3,2007-11-05,6,09:55,30.0,1,1,1,1,0,0,1,True
51.504886,-0.075843,3,2007-04-26,5,12:30,30.0,1,1,1,2,0,0,1,True
51.52756,-0.022554,2,2007-08-05,3,16:28,30.0,1,1,1,1,0,1,0,True
51.527213,-0.055583,3,2007-04-15,1,17:45,30.0,1,1,1,1,0,0,1,True
51.524691,-0.071693,3,2007-04-05,6,17:30,30.0,1,1,1,1,0,0,1,True
51.527725,-0.021681,3,2007-05-23,4,08:46,30.0,1,1,1,1,0,0,1,True
51.532452,-0.056946,3,2007-05-15,3,08:35,30.0,1,1,1,1,0,0,1,True
51.519769,-0.056765,2,2007-04-24,3,19:15,30.0,1,1,1,2,0,1,0,True
51.508979,-0.067745,3,2007-01-23,3,08:12,30.0,1,1,1,1,0,0,1,True
51.511824,-0.027991,3,2007-05-29,3,18:18,30.0,1,1,1,1,0,0,1,True
51.531494,-0.037234,2,2007-06-17,1,06:20,30.0,1,1,1,1,0,1,0,True
51.531892,-0.061151,2,2007-06-15,6,13:50,30.0,1,1,1,1,0,1,0,True
51.510773,-0.018957,3,2007-06-19,3,08:16,30.0,1,1,1,1,0,0,1,True
51.499581,-0.01123,3,2007-05-06,3,11:10,30.0,1,1,1,1,0,0,1,True
51.527948,-0.051083,3,2007-04-06,2,19:00,30.0,1,1,1,2,0,0,1,True
51.528685,-0.063018,3,2007-06-15,6,18:15,30.0,1,1,1,2,0,0,1,True
51.513313,-0.047096,3,2007-07-06,5,09:32,30.0,9,1,1,1,0,0,1,True
51.528289,-0.017764,3,2007-06-14,5,16:20,30.0,1,1,1,1,0,0,1,True
51.527723,-0.021537,3,2007-09-06,7,09:40,30.0,1,1,1,1,0,0,1,True
51.509289,-0.026948,3,2007-06-18,2,16:05,20.0,1,1,1,1,0,0,1,True
51.526443,-0.063401,3,2007-10-06,1,15:11,30.0,1,1,1,2,0,0,1,True
51.527003,-0.059197,2,2007-03-06,1,15:30,30.0,9,1,1,2,0,1,0,True
51.532137,-0.059699,3,2007-12-06,3,17:15,30.0,1,1,1,1,0,0,1,True
51.516526,-0.029518,3,2007-08-06,6,18:37,30.0,1,1,1,2,0,0,1,True
51.524378,-0.036531,3,2007-06-27,4,18:20,30.0,1,2,1,1,0,0,1,True
51.525476,-0.070218,3,2007-02-07,2,09:33,30.0,1,1,1,2,0,0,1,True
51.509578,-0.055037,3,2007-06-07,6,06:50,30.0,1,1,1,2,0,0,1,True
51.526817,-0.026478,3,2007-05-07,5,18:45,30.0,1,1,1,2,0,0,1,True
51.521597,-0.04775,3,2007-07-18,4,18:11,30.0,1,1,1,1,0,0,1,True
51.517163,-0.062354,3,2007-07-26,5,07:00,30.0,1,1,1,2,0,0,1,True
51.527565,-0.022842,2,2007-12-07,5,05:35,30.0,1,1,1,1,0,1,0,True
51.517925,-0.064916,3,2007-06-13,4,21:55,30.0,2,2,1,1,0,0,1,True
51.514758,-0.063753,3,2007-07-24,3,12:45,30.0,1,1,1,2,0,0,1,True
51.513193,-0.061513,3,2007-07-21,7,18:15,30.0,1,1,1,2,0,0,1,True
51.520805,-0.032648,2,2007-03-07,3,16:24,30.0,1,1,1,1,0,1,0,True
51.511042,-0.05656,3,2007-07-18,4,16:30,30.0,1,1,1,2,0,0,1,True
51.526321,-0.066866,3,2007-07-30,2,19:19,30.0,1,1,1,1,0,0,1,True
51.511608,-0.025839,3,2007-07-31,3,16:55,30.0,1,1,1,1,0,0,1,True
51.526241,-0.029675,3,2007-07-14,7,14:30,30.0,1,1,1,1,0,0,1,True
51.521522,-0.075863,3,2007-07-18,4,08:30,30.0,9,1,1,2,0,0,1,True
51.521608,-0.075571,3,2007-11-07,4,18:40,30.0,1,1,1,2,0,0,1,True
51.521642,-0.055821,2,2007-07-24,3,19:30,30.0,1,1,1,2,0,1,0,True
51.52721,-0.077209,3,2007-07-31,3,08:25,30.0,1,1,1,2,0,0,1,True
51.529394,-0.013968,3,2007-07-19,5,07:15,30.0,1,1,1,2,0,0,1,True
51.529368,-0.055347,3,2007-10-08,6,20:23,30.0,1,1,1,1,0,0,1,True
51.526892,-0.02561,3,2007-03-08,6,08:40,30.0,1,1,1,2,0,0,1,True
51.513231,0.000461,2,2007-08-26,1,07:30,40.0,1,1,1,1,0,1,0,True
51.532643,-0.057659,3,2007-08-14,3,09:30,30.0,1,2,1,2,0,0,1,True
51.505563,-0.024659,3,2007-09-08,5,07:30,30.0,1,1,1,1,0,0,1,True
51.514099,-0.051098,3,2007-01-08,4,09:20,30.0,9,1,1,2,0,0,1,True
51.519854,-0.056474,3,2007-08-23,5,21:52,30.0,1,1,1,1,0,0,1,True
51.49307,-0.025055,3,2007-08-22,4,14:05,30.0,2,2,1,1,0,0,1,True
51.514768,-0.064329,3,2007-09-24,2,10:05,30.0,1,1,1,1,0,0,1,True
51.510377,-0.043618,3,2007-06-09,5,08:00,30.0,1,1,1,2,0,0,1,True
51.499639,-0.009354,3,2007-09-18,3,17:00,30.0,1,1,1,2,0,0,1,True
51.505318,-0.026111,3,2007-06-09,5,20:20,30.0,1,1,1,2,0,0,1,True
51.526066,-0.035305,3,2007-04-09,3,08:20,30.0,1,1,1,1,0,0,1,True
51.512623,-0.038045,3,2007-09-09,1,15:10,30.0,1,1,1,1,0,0,1,True
51.508896,-0.068181,3,2007-09-09,1,15:31,30.0,1,1,1,1,0,0,1,True
51.51127,-0.011153,3,2007-01-09,7,01:30,30.0,9,1,1,1,0,0,1,True
51.532671,-0.053909,3,2007-09-19,4,16:45,30.0,1,1,1,1,0,0,1,True
51.515159,-0.071663,3,2007-09-18,3,16:55,30.0,1,1,1,2,0,0,1,True
51.514728,-0.06188,3,2007-01-09,7,20:00,30.0,9,1,1,2,0,0,1,True
51.521921,-0.045574,3,2007-09-13,5,11:00,30.0,1,1,1,2,0,0,1,True
51.511344,-0.04228,3,2007-10-10,4,17:30,30.0,1,1,1,1,0,0,1,True
51.525143,-0.033903,3,2007-10-14,1,20:00,30.0,1,1,1,1,0,0,1,True
51.521668,-0.046594,3,2007-10-22,2,18:00,30.0,1,1,1,2,0,0,1,True
51.516114,-0.069605,3,2007-10-16,3,16:44,30.0,1,1,1,1,0,0,1,True
51.516892,-0.073175,3,2007-10-22,2,09:00,30.0,1,1,1,2,0,0,1,True
51.533186,-0.041631,3,2007-10-10,4,07:25,30.0,1,1,1,1,0,0,1,True
51.52577,-0.049878,3,2007-10-29,2,10:37,30.0,1,1,1,1,0,0,1,True
51.527303,-0.05558,3,2007-09-10,3,15:43,30.0,2,2,1,1,0,0,1,True
51.526819,-0.026622,3,2007-10-29,2,09:13,30.0,1,1,1,1,0,0,1,True
51.517838,-0.065064,2,2007-10-10,4,17:10,30.0,1,1,1,1,0,1,0,True
51.514432,-0.038688,2,2007-10-29,2,16:50,30.0,1,1,1,1,0,1,0,True
51.529335,-0.031848,3,2007-11-28,4,16:45,30.0,1,1,1,1,0,0,1,True
51.521318,-0.031041,3,2007-05-11,2,18:45,30.0,1,1,1,1,0,0,1,True
51.520344,-0.010614,3,2007-11-22,5,10:50,40.0,1,1,1,1,0,0,1,True
51.522795,-0.054907,3,2007-11-23,6,21:31,30.0,1,1,1,2,0,0,1,True
51.487775,-0.009727,2,2007-11-22,5,18:50,30.0,2,2,1,2,0,1,0,True
51.529105,-0.055791,2,2007-11-18,1,12:05,30.0,1,1,1,1,0,1,0,True
51.514659,-0.063181,3,2007-11-10,5,23:35,30.0,1,1,1,1,0,0,1,True
51.516967,-0.06683,3,2007-10-14,1,17:45,30.0,1,1,1,2,0,0,1,True
51.487117,-0.013357,3,2007-06-11,3,09:30,30.0,9,1,1,2,0,0,1,True
51.510355,-0.026181,3,2007-11-16,6,15:00,30.0,1,1,1,2,0,0,1,True
51.514728,-0.06188,3,2007-12-17,2,15:30,30.0,4,1,1,2,0,0,1,True
51.514638,-0.061884,3,2007-12-12,4,08:25,30.0,1,1,1,2,0,0,1,True
51.522773,-0.015986,3,2007-07-12,6,05:24,30.0,1,1,1,1,0,0,1,True
51.509638,-0.037021,3,2007-12-20,5,07:55,30.0,8,2,1,1,0,0,1,True
51.521838,-0.04601,3,2007-12-28,6,10:45,30.0,8,1,1,2,0,0,1,True
51.62668,-0.002497,3,2007-01-31,4,17:30,30.0,1,1,1,2,0,0,1,True
51.588385,-0.024533,3,2007-07-02,4,09:45,30.0,1,1,1,1,0,0,1,True
51.565238,-0.038522,3,2007-01-02,5,19:00,30.0,1,1,1,2,0,0,1,True
51.572032,-0.020047,3,2007-02-14,4,22:30,30.0,1,1,1,2,0,0,1,True
51.569136,-0.00834,3,2007-03-13,3,13:39,30.0,1,1,1,2,0,0,1,True
51.569322,-0.003425,3,2007-03-27,3,14:00,30.0,1,1,1,1,0,0,1,True
51.599394,-0.026798,3,2007-03-14,4,16:00,30.0,1,1,1,1,0,0,1,True
51.583165,-0.018985,3,2007-04-16,2,08:35,30.0,1,1,1,2,0,0,1,True
51.559853,-0.00182,3,2007-03-13,3,16:00,30.0,1,1,1,1,0,0,1,True
51.584795,-0.019636,3,2007-04-30,2,19:00,30.0,1,1,1,1,0,0,1,True
51.580931,0.001413,3,2007-04-28,7,17:00,30.0,1,1,1,1,0,0,1,True
51.632984,-0.008289,3,2007-11-05,6,15:50,30.0,1,1,1,2,0,0,1,True
51.556391,-0.0151,3,2007-01-05,3,10:46,30.0,1,1,1,2,0,0,1,True
51.597883,-0.001306,3,2007-02-05,4,15:30,30.0,1,1,1,2,0,0,1,True
51.59809,-0.018769,3,2007-12-05,7,13:15,30.0,1,1,1,1,0,0,1,True
51.569588,-0.008464,3,2007-05-26,7,13:01,30.0,1,1,1,1,0,0,1,True
51.600643,-0.00494,3,2007-07-05,2,09:30,30.0,1,1,1,2,0,0,1,True
51.580058,-0.005408,3,2007-04-27,6,15:05,30.0,1,1,1,1,0,0,1,True
51.592142,-0.018017,3,2007-05-18,6,14:50,30.0,1,1,1,1,0,0,1,True
51.570228,-0.025031,3,2007-05-18,6,19:05,30.0,1,1,1,1,0,0,1,True
51.590842,-0.020961,3,2007-05-06,3,22:30,40.0,1,1,1,2,0,0,1,True
51.563158,-0.016392,3,2007-06-26,3,22:06,30.0,1,1,1,1,0,0,1,True
51.622383,0.012194,3,2007-06-29,6,20:10,20.0,1,1,1,1,0,0,1,True
51.592037,-0.033181,3,2007-06-18,2,22:25,30.0,1,1,1,1,0,0,1,True
51.573921,-0.014769,3,2007-06-27,4,08:00,30.0,1,1,1,2,0,0,1,True
51.552458,0.004634,3,2007-07-31,3,17:32,30.0,1,1,1,1,0,0,1,True
51.601899,-0.00474,2,2007-07-25,4,09:00,30.0,1,1,1,2,0,1,0,True
51.588124,-0.009097,3,2007-07-30,2,23:43,30.0,1,1,1,1,0,0,1,True
51.569458,-0.027374,2,2007-10-07,3,08:42,30.0,2,2,1,2,0,1,0,True
51.587198,-0.039598,3,2007-01-08,4,08:15,30.0,1,1,1,2,0,0,1,True
51.578186,-0.017037,3,2007-09-08,5,15:00,30.0,1,1,1,1,0,0,1,True
51.577928,-0.007089,3,2007-08-20,2,18:18,30.0,1,1,1,1,0,0,1,True
51.564083,-0.012601,3,2007-01-08,4,07:56,30.0,1,1,1,1,0,0,1,True
51.547399,0.005999,3,2007-08-24,6,02:00,30.0,1,1,1,2,0,0,1,True
51.59125,-0.039856,3,2007-06-08,2,00:15,30.0,1,1,1,2,0,0,1,True
51.610332,0.001695,3,2007-01-08,4,09:34,30.0,1,1,1,1,0,0,1,True
51.590675,-0.02169,1,2007-08-28,3,05:45,30.0,1,1,1,1,1,0,0,True
51.580702,-0.03829,3,2007-01-09,7,16:00,30.0,1,1,1,1,0,0,1,True
51.5801,-0.018541,3,2007-09-24,2,18:27,30.0,1,1,1,1,0,0,1,True
51.582109,-0.031012,3,2007-09-26,4,07:58,30.0,4,1,1,1,0,0,1,True
51.57517,0.017468,2,2007-09-16,1,14:00,30.0,1,1,1,2,0,1,0,True
51.624159,0.008227,3,2007-09-25,3,15:30,30.0,2,2,1,2,0,0,1,True
